"Reinette Thouin","Self sterile. Group D Day 15"
"Reinette Van Ekenstein","Self sterile. Group C Day 9"
Remura,"Self sterile."
Renown,"Diploid Self sterile."
Renown,
Resi,"Diploid. Self sterile."
"Reveles Bumbierabols",
"Rhode Island Greening","Though not actually a triploid, the Greening produces poor quality pollen."
Richelieu,"Diploid. Self sterile."
"Richland Crab","Self sterile."
Rokewood,"Self sterile. Group B Day 6"
"Romus 3","Self sterile."
"Rosemary Russet","Diploid. Self sterile."
"Rossoshanskoje Polosatoje",
"Rosu de Cluj","Diploid. Self sterile."
"Roter Eiserapfel",
"Rouge Belle de Boskoop",
Rougemont,"Self sterile. Group ???? Day 1"
Rouville,"Self sterile."
Rouville,
"Roxbury Russet","Partially self-fertile but produces best crops in the proximity of a suitable source of pollen."
"Royal Jersey","Self sterile."
Rubinette,
"San Jacinto","Self sterile."
"San Juan","Self sterile."
Sayaka,"Self sterile."
"Schöner aus Miltenberg","Diploid. Self sterile."
Sensacion,"Self sterile."
Senshu,"Self sterile."
Sharon,"Diploid. Self sterile."
Shawnee,"Self sterile."
Shizuka,"Triploid. Produces no valid pollen for itself or other apple trees."
Shizuka,
Shizuka,
"Signe Tillisch","Diploid. Self sterile."
Sinta,"Diploid. Self sterile."
Sipolins,
"Sir Prize",
Smokehouse,"Diploid. Self sterile"
Snow,
"Souvenir De Fernand Cognet","Self sterile."
Spartan,"Diploid. Self fertile but produces the best crops in the proximity of a suitable source of pollen."
Spencer,"Diploid. Self sterile."
Spencer,
"Spokane Beauty","Diploid. Self sterile."
"Spur Winter Banana",
Stafford,"Diploid. Self sterile."
Stayman,"Triploid. Produces no viable pollen for other apple trees."
"Stembridge Cluster","Self sterile. Group ???? Day 2     crawford lists i   F20, another source states medium late."
"Stembridge Cluster","Diploid. Self sterile."
"Suislepas Rozabols",
Summerred,"Diploid. Self sterile."
Sundance,
Sunrise,"Diploid. Self sterile."
Sunrise,"Diploid. Self sterile."
Sunset,"Self fertile. Group C. Day 9. The blossoms are"
Suntan,"Triploid. Group F Day 10. The blossoms tolerate late frosts."
Supermac,
"Sweet Caroline","Self sterile. Group D Day 14"
"Sweet Delicious","Diploid. Self sterile."
SweeTango,
Sylvia,"Diploid. Self sterile."
Tasty,"Self sterile."
"Teign Harvey","Diploid. Self sterile."
Tioga,"Diploid. Self sterile."
Toko,"Self sterile."
"Tom Putt","Self sterile. Group C. Day 10."
"Tom Putt","Diploid. Self sterile."
Topaz,"Diploid. Self sterile."
Trebu,"Diploid. Self sterile."
Trent,"Self sterile."
Tsugaru,
Tsugaru,"Diploid. Self sterile."
"Twistbody Jersey","Diploid. Self sterile."
Uljanisceva,
"Uralskoje Nalivnoje",
Vanda,"Diploid. Self sterile."
Vienna,"Diploid. Self sterile."
Viking,"Diploid. Self sterile."
Vilberie,"Self fertile. Group H. Day 30."
Voinea,"Diploid. Self sterile."
Wealthy,"Diploid. Self fertile but produces best in the presence of a compatible source of pollen."
"White Jersey","Diploid. Self sterile."
"William Crump","Diploid. Self sterile."
Williams,"Diploid. Self sterile."
"Winter Banana","Diploid. Self sterile."
"Worcester Pearmain","Diploid. Partially self fertile."
Wright,"Diploid. Self sterile."
"Yellow Bellflower",
"Yellow Bellflower","Diploid. Self sterile."
"Yellow Delicious",
"Yellow Transparent","Partially self-fertile, but produces the best crops in the presence of a source of viable pollen."
"YELLOW TRANSPARENT","Diploid. Self sterile."
"Zoete Ermgaard","Self sterile. Group E Day 20"
